message,severity,attributes,tags,timestamp
,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219276422Z
#14 0x562087df96ca (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x52f06c9),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219280372Z
TROUBLESHOOTING: https://pptr.dev/troubleshooting,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219285871Z
#22 0x7f371fe92d90 (/usr/lib/x86_64-linux-gnu/libc.so.6+0x29d8f),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219291181Z
#15 0x562087df8697 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x52ef696),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219293771Z
#16 0x5620884baa4e (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x59b1a4d),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219301931Z
  r8: 00007ffe193c7350  r9: 0000000000000001 r10: 0000000000000008 r11: 0000000000000246,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219305791Z
#17 0x5620884b9538 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x59b0537),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219310761Z
 r12: 0000000000000006 r13: 0000000000000016 r14: 00000000000000d4 r15: 00007ffe193c7a40,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219315881Z
#18 0x5620884beeff (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x59b5efe),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219320171Z
  di: 00000000000048a7  si: 00000000000048a7  bp: 00000000000048a7  bx: 00007f371ed52600,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219325431Z
#19 0x56208c7a93b1 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x9ca03b0),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219329171Z
  dx: 0000000000000006  ax: 0000000000000000  cx: 00007f371feff9fc  sp: 00007ffe193c7280,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219335221Z
#20 0x56208807231c (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x556931b),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219338421Z
  ip: 00007f371feff9fc efl: 0000000000000246 cgf: 002b000000000033 erf: 0000000000000000,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219344701Z
#21 0x562088072f8f (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x5569f8e),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219347471Z
,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219728729Z
[spain-pb] 🚀 Résolution CF — stratégie Turnstile injection (token injecté dans notre Chromium),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219734399Z
[spain-pb] 🔄 Rotation IP proxy Decodo — session: gy3gscf4 (http://sphgi7znzc-sessionid-gy3gscf4:***@dc.decodo.com:10010/),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219739119Z
[spain-pb] 🚀 Lancement Chromium persistant,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219742949Z
[spain-pb]    userDataDir : /tmp/spain-cf-profile,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219747059Z
[spain-pb]    Proxy       : http://sphgi7znzc-sessionid-gy3gscf4:***@dc.decodo.com:10010/,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219750759Z
"[spain-pb]    UA          : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)",info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.219754129Z
#9 0x7fff9042f888 ([stack]+0xdec50e0887),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241286134Z
#10 0x0120000d8228 <unknown>,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241295754Z
#11 0x3237303a32303638 <unknown>,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241301183Z
#12 0x55ca055475bc (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x61c65bb),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241306393Z
#13 0x55ca09d10b86 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0xa98fb85),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241314493Z
[2026-07-29T10:36:45.239Z] [WARN] [SPAIN-WATCHER] Erreur boucle: Error: Failed to launch the browser process:  Code: null,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241406103Z
,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241415694Z
stderr:,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241421214Z
[18602:18602:0729/103645.228909:FATAL:third_party/crashpad/crashpad/util/posix/spawn_subprocess.cc:237] posix_spawn /ms-playwright/chromium-1223/chrome-linux64/chrome_crashpad_handler: Operation not permitted (1),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241425774Z
Received signal 6,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241430184Z
#0 0x55ca057854d3 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x64044d2),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241434884Z
#1 0x55ca09d597d4 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0xa9d87d3),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241439334Z
#2 0x7f20ca48b520 (/usr/lib/x86_64-linux-gnu/libc.so.6+0x4251f),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241447944Z
#3 0x7f20ca4df9fc (/usr/lib/x86_64-linux-gnu/libc.so.6+0x969fb),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241452094Z
#4 0x55ca0fc00b40 <unknown>,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241456494Z
#5 0x7f20ca4872f8 (/usr/lib/x86_64-linux-gnu/libc.so.6+0x3e2f7),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241460204Z
#6 0x55ca027aa0eb (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x34290ea),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241464023Z
#7 0x55ca039b5df9 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x4634df8),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241468073Z
#8 0x55ca02b1889c (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x379789b),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.241472133Z
#14 0x55ca046716ca (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x52f06c9),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242005440Z
TROUBLESHOOTING: https://pptr.dev/troubleshooting,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242006310Z
#15 0x55ca04670697 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x52ef696),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242013610Z
#16 0x55ca04d32a4e (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x59b1a4d),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242017510Z
#17 0x55ca04d31538 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x59b0537),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242020210Z
#18 0x55ca04d36eff (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x59b5efe),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242023230Z
#19 0x55ca090213b1 (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x9ca03b0),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242026200Z
#20 0x55ca048ea31c (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x556931b),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242029400Z
#21 0x55ca048eaf8f (/ms-playwright/chromium-1223/chrome-linux64/chrome+0x5569f8e),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242034820Z
#22 0x7f20ca472d90 (/usr/lib/x86_64-linux-gnu/libc.so.6+0x29d8f),info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242038060Z
  r8: 00007fff9042f230  r9: 0000000000000001 r10: 0000000000000008 r11: 0000000000000246,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242040720Z
 r12: 0000000000000006 r13: 0000000000000016 r14: 00000000000000d4 r15: 00007fff9042f920,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242043520Z
  di: 00000000000048aa  si: 00000000000048aa  bp: 00000000000048aa  bx: 00007f20c9332600,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242047060Z
  dx: 0000000000000006  ax: 0000000000000000  cx: 00007f20ca4df9fc  sp: 00007fff9042f160,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242050080Z
  ip: 00007f20ca4df9fc efl: 0000000000000246 cgf: 002b000000000033 erf: 0000000000000000,info,"{""level"":""info""}","{""project"":""f1a29a18-3b4c-4185-aaea-ce8a01330c40"",""environment"":""75d8aabc-fc2c-419d-b59b-7cb9df5f214a"",""service"":""f012730b-0201-4dca-8ea2-f2def1e90227"",""deployment"":""d7700538-4079-4d1b-b2a6-21856c5088c0"",""replica"":""170a6750-f091-4ab1-b1d8-303894519017""}",2026-07-29T10:36:45.242054140Z
